"id","year_filmed","views_as_of_06162017","tags"
"2544","2016","1181639","environment, science, technology, design, DNA, biotech, genetics, collaboration, innovation, animals, nature, evolution, biology, future, materials, biomechanics, biodiversity, life, books, plants"
"2545","2015","1277132","cosmos,Planets,universe,extraterrestrial life,microbes,Mars,water,exploration,discovery,data,future,science,TEDx"
"2546","2016","1248492","science,engineering,development,entrepreneur,cities,urban planning,future,microbiology,botany,microbes,natural resources,environment,sustainability,biosphere,nature,green,garden,trees,urban,ecology,plants,design,TED Fellows"
"2547","2016","1732569","work,women,women in business,business,Middle East"
"2548","2016","1819075","robots,AI,programming,machine learning,productivity,data,intelligence,future,technology,innovation,work,collaboration"
"2549","2016","1599248","productivity,resources,biology,potential,future,success,innovation,business,work,leadership"
"255","2007","313833","philanthropy,Africa,education,global issues,technology"
"2550","2015","1412856","NASA,astronomy,universe,physics,microbiology,extraterrestrial life,microbes,solar system,Mars,chemistry,water,nature,life,data,technology,innovation,science"
"2551","2016","959282","climate change,environment,sustainability,biosphere,animals,nature,parenting,children,green,biodiversity,garden,trees,life,agriculture,urban,bioethics,teaching,ecology,plants,resources"
"2552","2016","1684580","design,entertainment,performance,creativity,storytelling,materials,adventure,humor,identity,personality,collaboration,communication,art,community,beauty"
"2553","2016","982997","global issues,technology,business,collaboration,communication,writing,Internet,government,big problems,data,journalism,society"
"2554","2016","1705842","web,shopping,capitalism,potential,mobility,computers,software,Internet,data,privacy,future,relationships,technology,global development,business,economics,social change,money,society"
"2555","2016","1198002","heart health,Surgery,South America,engineering,invention,medical research"
"2556","2016","806165","art,community,peace,society,beauty,TED Fellows,sanitation,Egypt,Middle East,painting"
"2557","2016","1217720","biology, biomechanics, innovation, biotech, brain, chemistry, humanity, illness, medical research, nanoscale"
"2558","2016","2305883","Beauty, Biodiversity, Biology, Biomechanics, Biosphere, Botany, Communication, Community, Ecology, Environment, Green, Identity, Language, Life, Nature, Plants, Science, Trees"
"2559","2016","1460540","food,water,agriculture,sanitation,farming,nature,design,engineering,health,alternative energy,climate change,environment,activism,energy,green,infrastructure,natural resources,humanity,TEDx,community"
"2560","2016","751281","Africa,potential,mobility,war,women,future,education,goal-setting,global issues,technology,investment,policy,global development,natural resources,business,economics,collaboration,leadership,society,government"
"2561","2016","942897","compassion,humanity,fear,social change,politics,collaboration,history,communication,community,society,identity,democracy,government"
"2562","2016","977749","transportation,nature,law,future,alternative energy,climate change,environment,global issues,innovation,activism,pollution,policy,infrastructure,global development,natural resources,humanity,social change,collaboration,history,communication,community,leadership"
"2563","2016","1472508","industrial design,manufacturing,engineering,product design,technology,innovation,global development,business,economics,work"
"2565","2013","1253523","health care,cancer,choice,aging,compassion,pharmaceuticals,death,medicine,health,self,humanity,economics,TEDx,communication,identity"
"2566","2016","991711","culture,TED Prize,exploration,adventure,space,Latin America,world cultures,ancient world,curiosity,conservation,discovery,crowdsourcing,archaeology,global issues,technology,innovation,humanity,history"
"2567","2016","1018515","global issues, technology, communication, terrorism, war, web, violence, society, democracy, social media, Internet, Middle East, protests, security, privacy"
"2568","2015","426842","sports,disability,education,personal growth,TEDx,collaboration,community"
"2569","2016","636004","military,death,photography,violence,life,TED Fellows,refugees,war,humanity"
"2570","2016","1025395","science, technology, DNA, biotech, innovation, disease, nature, cancer, biology, future, Vaccines, agriculture, farming, molecular biology, forensics"
"2571","2015","1187524","creativity,medicine,visualizations,beauty,painting,TEDMED,science and art,art,health,science,humanity,history"
"2572","2015","990866","media,art,marketing,film,toy,women,parenting,children,TEDx,entertainment,communication,inequality,society,identity"
"2573","2016","1757368","computers,software,Internet,data,privacy,security,future,technology,innovation,business,economics,collaboration,society"
"2574","2016","2506506","anthropology,TED Books,friendship,humanity,personality,communication,community,society"
"2575","2016","932470","terrorism,law,big problems,security,war,journalism,global issues,policy,politics,collaboration,leadership,society,government"
"2576","2016","752549","entertainment, love, relationships, happiness, exploration, adventure, gaming, humor, math, garden, curiosity, funny, farming, personality, friendship"
"2577","2016","4611112","comedy,humor,technology,business,communication"
"2578","2016","799308","peace,war,women,protests,nonviolence,global issues,social change,politics,history,leadership"
"2579","2015","2025564","intelligence,education,children,personal growth,goal-setting,teaching,social change,society"
"258","2008","3984940","pollution,biology,food,science,design,global issues,technology"
"2580","2016","1310068","cities,future,United States,journalism,work-life balance,friendship,relationships,parenting,children,happiness,motivation,personal growth,goal-setting,family,humanity,business,economics,social change,work,money,community,society,identity"
"2581","2016","1152512","design,engineering,invention,health,product design,biomechanics,neuroscience,medical research,children,technology,innovation,science,brain,mental health,TEDx"
"2582","2015","2438032","education,relationships,parenting,children,happiness,success,motivation,personal growth,goal-setting,family,teaching,social change,leadership,society,identity"
"2583","2016","1153116","alternative energy,climate change,environment,global issues,technology,investment,innovation,activism,energy,green,pollution,solar,solar energy,nuclear weapons,nuclear energy,policy,infrastructure,global development,natural resources,fear,social change,society,government"
"2584","2016","1641293","science,cognitive science,brain,self,humanity,mental health,empathy,fear,personality,communication,community"
"2585","2016","1635648","business,economics,social change,work,women in business,TEDx,money,leadership,inequality,society"
"2586","2015","998548","New York,education,social change,future,community,children,leadership,motivation,personal growth,violence,compassion,society,identity,urban,teaching"
"2587","2016","782417","politics,entertainment,collaboration,history,communication,community,leadership,inequality,performance art,society,identity,democracy,government"
"2588","2016","1026090","economics,cities,community,children,family,capitalism,social change,history,leadership,personal growth,identity,poverty,United States,Addiction"
"2589","2016","713294","arts,entertainment,performance,collaboration,innovation,social change,Africa,history,communication,community,dance,race,demo,self,humanity,society,identity,TED Fellows,slavery"
